,datetime
212884,2023-04-27 13:12:28
212885,2023-04-27 13:12:29
212886,2023-04-27 13:12:31
212887,2023-04-27 13:12:32
212888,2023-04-27 13:12:33
212889,2023-04-27 13:12:34
212890,2023-04-27 13:12:35
212891,2023-04-27 13:12:36
212892,2023-04-27 13:12:37
212893,2023-04-27 13:12:38
212894,2023-04-27 13:12:40
212895,2023-04-27 13:12:41
212896,2023-04-27 13:12:42
212897,2023-04-27 13:12:43
212898,2023-04-27 13:12:44
212899,2023-04-27 13:12:45
212900,2023-04-27 13:12:46
212901,2023-04-27 13:12:47
212902,2023-04-27 13:12:49
212903,2023-04-27 13:12:50
212904,2023-04-27 13:12:51
212905,2023-04-27 13:12:52
212906,2023-04-27 13:12:53
212907,2023-04-27 13:12:54
212908,2023-04-27 13:12:55
212909,2023-04-27 13:12:57
212910,2023-04-27 13:12:58
212911,2023-04-27 13:12:59
212912,2023-04-27 13:13:00
212913,2023-04-27 13:13:01
212914,2023-04-27 13:13:02
212915,2023-04-27 13:13:03
212916,2023-04-27 13:13:04
212917,2023-04-27 13:13:06
212918,2023-04-27 13:13:07
212919,2023-04-27 13:13:08
212920,2023-04-27 13:13:09
212921,2023-04-27 13:13:10
212922,2023-04-27 13:13:11
212923,2023-04-27 13:13:12
212924,2023-04-27 13:13:14
212925,2023-04-27 13:13:15
212926,2023-04-27 13:13:16
212927,2023-04-27 13:13:17
212928,2023-04-27 13:13:18
212929,2023-04-27 13:13:19
212930,2023-04-27 13:13:20
212931,2023-04-27 13:13:21
212932,2023-04-27 13:13:23
212933,2023-04-27 13:13:24
212934,2023-04-27 13:13:25
212935,2023-04-27 13:13:26
212936,2023-04-27 13:13:27
212937,2023-04-27 13:13:28
212938,2023-04-27 13:13:29
212939,2023-04-27 13:13:30
212940,2023-04-27 13:13:32
212941,2023-04-27 13:13:33
212942,2023-04-27 13:13:34
212943,2023-04-27 13:13:35
212944,2023-04-27 13:13:36
212945,2023-04-27 13:13:37
212946,2023-04-27 13:13:38
212947,2023-04-27 13:13:40
212948,2023-04-27 13:13:41
212949,2023-04-27 13:13:42
212950,2023-04-27 13:13:43
212951,2023-04-27 13:13:44
212952,2023-04-27 13:13:45
212953,2023-04-27 13:13:46
212954,2023-04-27 13:13:47
212955,2023-04-27 13:13:49
212956,2023-04-27 13:13:50
212957,2023-04-27 13:13:51
212958,2023-04-27 13:13:52
212959,2023-04-27 13:13:53
212960,2023-04-27 13:13:54
212961,2023-04-27 13:13:55
212962,2023-04-27 13:13:56
212963,2023-04-27 13:13:58
212964,2023-04-27 13:13:59
212965,2023-04-27 13:14:00
212966,2023-04-27 13:14:01
212967,2023-04-27 13:14:02
212968,2023-04-27 13:14:03
212969,2023-04-27 13:14:04
212970,2023-04-27 13:14:06
212971,2023-04-27 13:14:07
212972,2023-04-27 13:14:08
212973,2023-04-27 13:14:09
212974,2023-04-27 13:14:10
212975,2023-04-27 13:14:11
212976,2023-04-27 13:14:12
212977,2023-04-27 13:14:13
212978,2023-04-27 13:14:15
212979,2023-04-27 13:14:16
212980,2023-04-27 13:14:17
212981,2023-04-27 13:14:18
212982,2023-04-27 13:14:19
212983,2023-04-27 13:14:20
212984,2023-04-27 13:14:21
212985,2023-04-27 13:14:23
212986,2023-04-27 13:14:24
212987,2023-04-27 13:14:25
212988,2023-04-27 13:14:26
212989,2023-04-27 13:14:27
212990,2023-04-27 13:14:28
212991,2023-04-27 13:14:29
212992,2023-04-27 13:14:30
212993,2023-04-27 13:14:32
212994,2023-04-27 13:14:33
212995,2023-04-27 13:14:34
212996,2023-04-27 13:14:35
212997,2023-04-27 13:14:36
212998,2023-04-27 13:14:37
212999,2023-04-27 13:14:38
213000,2023-04-27 13:14:39
213001,2023-04-27 13:14:41
213002,2023-04-27 13:14:42
213003,2023-04-27 13:14:43
213004,2023-04-27 13:14:44
213005,2023-04-27 13:14:45
213006,2023-04-27 13:14:46
213007,2023-04-27 13:14:47
213008,2023-04-27 13:14:49
213009,2023-04-27 13:14:50
213010,2023-04-27 13:14:51
213011,2023-04-27 13:14:52
213012,2023-04-27 13:14:53
213013,2023-04-27 13:14:54
213014,2023-04-27 13:14:55
213015,2023-04-27 13:14:56
213016,2023-04-27 13:14:58
213017,2023-04-27 13:14:59
213018,2023-04-27 13:15:00
213019,2023-04-27 13:15:01
213020,2023-04-27 13:15:02
213021,2023-04-27 13:15:03
213022,2023-04-27 13:15:04
213023,2023-04-27 13:15:05
213024,2023-04-27 13:15:07
213025,2023-04-27 13:15:08
213026,2023-04-27 13:15:09
213027,2023-04-27 13:15:10
213028,2023-04-27 13:15:11
213029,2023-04-27 13:15:12
213030,2023-04-27 13:15:13
213031,2023-04-27 13:15:15
213032,2023-04-27 13:15:16
213033,2023-04-27 13:15:17
213034,2023-04-27 13:15:18
213035,2023-04-27 13:15:19
213036,2023-04-27 13:15:20
213037,2023-04-27 13:15:21
213038,2023-04-27 13:15:22
213039,2023-04-27 13:15:24
213040,2023-04-27 13:15:25
213041,2023-04-27 13:15:26
213042,2023-04-27 13:15:27
213043,2023-04-27 13:15:28
213044,2023-04-27 13:15:29
213045,2023-04-27 13:15:30
213046,2023-04-27 13:15:31
213047,2023-04-27 13:15:33
213048,2023-04-27 13:15:34
213049,2023-04-27 13:15:35
213050,2023-04-27 13:15:36
213051,2023-04-27 13:15:37
213052,2023-04-27 13:15:38
213053,2023-04-27 13:15:39
213054,2023-04-27 13:15:41
213055,2023-04-27 13:15:42
213056,2023-04-27 13:15:43
213057,2023-04-27 13:15:44
213058,2023-04-27 13:15:45
213059,2023-04-27 13:15:46
213060,2023-04-27 13:15:47
213061,2023-04-27 13:15:48
213062,2023-04-27 13:15:50
213063,2023-04-27 13:15:51
213064,2023-04-27 13:15:52
213065,2023-04-27 13:15:53
213066,2023-04-27 13:15:54
213067,2023-04-27 13:15:55
213068,2023-04-27 13:15:56
213069,2023-04-27 13:15:58
213070,2023-04-27 13:15:59
213071,2023-04-27 13:16:00
213072,2023-04-27 13:16:01
213073,2023-04-27 13:16:02
213074,2023-04-27 13:16:03
213075,2023-04-27 13:16:04
213076,2023-04-27 13:16:05
213077,2023-04-27 13:16:07
213078,2023-04-27 13:16:08
213079,2023-04-27 13:16:09
213080,2023-04-27 13:16:10
213081,2023-04-27 13:16:11
213082,2023-04-27 13:16:12
213083,2023-04-27 13:16:13
213084,2023-04-27 13:16:14
213085,2023-04-27 13:16:16
213086,2023-04-27 13:16:17
213087,2023-04-27 13:16:18
213088,2023-04-27 13:16:19
213089,2023-04-27 13:16:20
213090,2023-04-27 13:16:21
213091,2023-04-27 13:16:22
213092,2023-04-27 13:16:24
213093,2023-04-27 13:16:25
213094,2023-04-27 13:16:26
213095,2023-04-27 13:16:27
213096,2023-04-27 13:16:28
213097,2023-04-27 13:16:29
213098,2023-04-27 13:16:30
213099,2023-04-27 13:16:31
213100,2023-04-27 13:16:33
213101,2023-04-27 13:16:34
213102,2023-04-27 13:16:35
213103,2023-04-27 13:16:36
213104,2023-04-27 13:16:37
213105,2023-04-27 13:16:38
213106,2023-04-27 13:16:39
213107,2023-04-27 13:16:40
213108,2023-04-27 13:16:42
213109,2023-04-27 13:16:43
213110,2023-04-27 13:16:44
213111,2023-04-27 13:16:45
213112,2023-04-27 13:16:46
213113,2023-04-27 13:16:47
213114,2023-04-27 13:16:48
213115,2023-04-27 13:16:50
213116,2023-04-27 13:16:51
213117,2023-04-27 13:16:52
213118,2023-04-27 13:16:53
213119,2023-04-27 13:16:54
213120,2023-04-27 13:16:55
213121,2023-04-27 13:16:56
213122,2023-04-27 13:16:57
213123,2023-04-27 13:16:59
213124,2023-04-27 13:17:00
213125,2023-04-27 13:17:01
213126,2023-04-27 13:17:02
213127,2023-04-27 13:17:03
213128,2023-04-27 13:17:04
213129,2023-04-27 13:17:05
213130,2023-04-27 13:17:06
213131,2023-04-27 13:17:08
213132,2023-04-27 13:17:09
213133,2023-04-27 13:17:10
213134,2023-04-27 13:17:11
213135,2023-04-27 13:17:12
213136,2023-04-27 13:17:13
213137,2023-04-27 13:17:14
213138,2023-04-27 13:17:16
213139,2023-04-27 13:17:17
213140,2023-04-27 13:17:18
213141,2023-04-27 13:17:19
213142,2023-04-27 13:17:20
213143,2023-04-27 13:17:21
213144,2023-04-27 13:17:22
213145,2023-04-27 13:17:23
213146,2023-04-27 13:17:25
213147,2023-04-27 13:17:26
213148,2023-04-27 13:17:27
213149,2023-04-27 13:17:28
213150,2023-04-27 13:17:29
213151,2023-04-27 13:17:30
213152,2023-04-27 13:17:31
213153,2023-04-27 13:17:33
213154,2023-04-27 13:17:34
213155,2023-04-27 13:17:35
213156,2023-04-27 13:17:36
213157,2023-04-27 13:17:37
213158,2023-04-27 13:17:38
213159,2023-04-27 13:17:39
213160,2023-04-27 13:17:40
213161,2023-04-27 13:17:42
213162,2023-04-27 13:17:43
213163,2023-04-27 13:17:44
213164,2023-04-27 13:17:45
213165,2023-04-27 13:17:46
213166,2023-04-27 13:17:47
213167,2023-04-27 13:17:48
213168,2023-04-27 13:17:49
213169,2023-04-27 13:17:51
213170,2023-04-27 13:17:52
213171,2023-04-27 13:17:53
213172,2023-04-27 13:17:54
213173,2023-04-27 13:17:55
213174,2023-04-27 13:17:56
213175,2023-04-27 13:17:57
213176,2023-04-27 13:17:59
213177,2023-04-27 13:18:00
213178,2023-04-27 13:18:01
213179,2023-04-27 13:18:02
213180,2023-04-27 13:18:03
213181,2023-04-27 13:18:04
213182,2023-04-27 13:18:05
213183,2023-04-27 13:18:06
213184,2023-04-27 13:18:08
213185,2023-04-27 13:18:09
213186,2023-04-27 13:18:10
213187,2023-04-27 13:18:11
213188,2023-04-27 13:18:12
213189,2023-04-27 13:18:13
213190,2023-04-27 13:18:14
213191,2023-04-27 13:18:15
213192,2023-04-27 13:18:17
213193,2023-04-27 13:18:18
213194,2023-04-27 13:18:19
213195,2023-04-27 13:18:20
213196,2023-04-27 13:18:21
213197,2023-04-27 13:18:22
213198,2023-04-27 13:18:23
213199,2023-04-27 13:18:25
213200,2023-04-27 13:18:26
213201,2023-04-27 13:18:27
213202,2023-04-27 13:18:28
213203,2023-04-27 13:18:29
213204,2023-04-27 13:18:30
213205,2023-04-27 13:18:31
213206,2023-04-27 13:18:32
213207,2023-04-27 13:18:34
213208,2023-04-27 13:18:35
213209,2023-04-27 13:18:36
213210,2023-04-27 13:18:37
213211,2023-04-27 13:18:38
213212,2023-04-27 13:18:39
213213,2023-04-27 13:18:40
213214,2023-04-27 13:18:41
213215,2023-04-27 13:18:43
213216,2023-04-27 13:18:44
213217,2023-04-27 13:18:45
213218,2023-04-27 13:18:46
213219,2023-04-27 13:18:47
213220,2023-04-27 13:18:48
213221,2023-04-27 13:18:49
213222,2023-04-27 13:18:51
213223,2023-04-27 13:18:52
213224,2023-04-27 13:18:53
213225,2023-04-27 13:18:54
213226,2023-04-27 13:18:55
213227,2023-04-27 13:18:56
213228,2023-04-27 13:18:57
213229,2023-04-27 13:18:58
213230,2023-04-27 13:19:00
213231,2023-04-27 13:19:01
213232,2023-04-27 13:19:02
213233,2023-04-27 13:19:03
213234,2023-04-27 13:19:04
213235,2023-04-27 13:19:05
213236,2023-04-27 13:19:06
213237,2023-04-27 13:19:08
213238,2023-04-27 13:19:09
213239,2023-04-27 13:19:10
213240,2023-04-27 13:19:11
213241,2023-04-27 13:19:12
213242,2023-04-27 13:19:13
213243,2023-04-27 13:19:14
213244,2023-04-27 13:19:15
213245,2023-04-27 13:19:17
213246,2023-04-27 13:19:18
213247,2023-04-27 13:19:19
213248,2023-04-27 13:19:20
213249,2023-04-27 13:19:21
213250,2023-04-27 13:19:22
213251,2023-04-27 13:19:23
213252,2023-04-27 13:19:24
213253,2023-04-27 13:19:26
213254,2023-04-27 13:19:27
213255,2023-04-27 13:19:28
213256,2023-04-27 13:19:29
213257,2023-04-27 13:19:30
213258,2023-04-27 13:19:31
213259,2023-04-27 13:19:32
213260,2023-04-27 13:19:34
213261,2023-04-27 13:19:35
213262,2023-04-27 13:19:36
213263,2023-04-27 13:19:37
213264,2023-04-27 13:19:38
213265,2023-04-27 13:19:39
213266,2023-04-27 13:19:40
213267,2023-04-27 13:19:41
213268,2023-04-27 13:19:43
213269,2023-04-27 13:19:44
213270,2023-04-27 13:19:45
213271,2023-04-27 13:19:46
213272,2023-04-27 13:19:47
213273,2023-04-27 13:19:48
213274,2023-04-27 13:19:49
213275,2023-04-27 13:19:50
213276,2023-04-27 13:19:52
213277,2023-04-27 13:19:53
213278,2023-04-27 13:19:54
213279,2023-04-27 13:19:55
213280,2023-04-27 13:19:56
213281,2023-04-27 13:19:57
213282,2023-04-27 13:19:58
213283,2023-04-27 13:20:00
213284,2023-04-27 13:20:01
213285,2023-04-27 13:20:02
213286,2023-04-27 13:20:03
213287,2023-04-27 13:20:04
213288,2023-04-27 13:20:05
213289,2023-04-27 13:20:06
213290,2023-04-27 13:20:07
213291,2023-04-27 13:20:09
213292,2023-04-27 13:20:10
213293,2023-04-27 13:20:11
213294,2023-04-27 13:20:12
213295,2023-04-27 13:20:13
213296,2023-04-27 13:20:14
213297,2023-04-27 13:20:15
213298,2023-04-27 13:20:16
213299,2023-04-27 13:20:18
213300,2023-04-27 13:20:19
213301,2023-04-27 13:20:20
213302,2023-04-27 13:20:21
213303,2023-04-27 13:20:22
213304,2023-04-27 13:20:23
213305,2023-04-27 13:20:24
213306,2023-04-27 13:20:26
213307,2023-04-27 13:20:27
213308,2023-04-27 13:20:28
213309,2023-04-27 13:20:29
213310,2023-04-27 13:20:30
213311,2023-04-27 13:20:31
213312,2023-04-27 13:20:32
213313,2023-04-27 13:20:33
213314,2023-04-27 13:20:35
213315,2023-04-27 13:20:36
213316,2023-04-27 13:20:37
213317,2023-04-27 13:20:38
213318,2023-04-27 13:20:39
213319,2023-04-27 13:20:40
213320,2023-04-27 13:20:41
213321,2023-04-27 13:20:43
213322,2023-04-27 13:20:44
213323,2023-04-27 13:20:45
213324,2023-04-27 13:20:46
213325,2023-04-27 13:20:47
213326,2023-04-27 13:20:48
213327,2023-04-27 13:20:49
213328,2023-04-27 13:20:50
213329,2023-04-27 13:20:52
213330,2023-04-27 13:20:53
213331,2023-04-27 13:20:54
213332,2023-04-27 13:20:55
213333,2023-04-27 13:20:56
213334,2023-04-27 13:20:57
213335,2023-04-27 13:20:58
213336,2023-04-27 13:20:59
213337,2023-04-27 13:21:01
213338,2023-04-27 13:21:02
213339,2023-04-27 13:21:03
213340,2023-04-27 13:21:04
213341,2023-04-27 13:21:05
213342,2023-04-27 13:21:06
213343,2023-04-27 13:21:07
213344,2023-04-27 13:21:09
213345,2023-04-27 13:21:10
213346,2023-04-27 13:21:11
213347,2023-04-27 13:21:12
213348,2023-04-27 13:21:13
213349,2023-04-27 13:21:14
213350,2023-04-27 13:21:15
213351,2023-04-27 13:21:16
213352,2023-04-27 13:21:18
213353,2023-04-27 13:21:19
213354,2023-04-27 13:21:20
213355,2023-04-27 13:21:21
213356,2023-04-27 13:21:22
213357,2023-04-27 13:21:23
213358,2023-04-27 13:21:24
213359,2023-04-27 13:21:25
213360,2023-04-27 13:21:27
213361,2023-04-27 13:21:28
213362,2023-04-27 13:21:29
213363,2023-04-27 13:21:30
213364,2023-04-27 13:21:31
213365,2023-04-27 13:21:32
213366,2023-04-27 13:21:33
213367,2023-04-27 13:21:35
213368,2023-04-27 13:21:36
213369,2023-04-27 13:21:37
213370,2023-04-27 13:21:38
213371,2023-04-27 13:21:39
213372,2023-04-27 13:21:40
213373,2023-04-27 13:21:41
213374,2023-04-27 13:21:42
213375,2023-04-27 13:21:44
213376,2023-04-27 13:21:45
213377,2023-04-27 13:21:46
213378,2023-04-27 13:21:47
213379,2023-04-27 13:21:48
213380,2023-04-27 13:21:49
213381,2023-04-27 13:21:50
213382,2023-04-27 13:21:52
213383,2023-04-27 13:21:53
213384,2023-04-27 13:21:54
213385,2023-04-27 13:21:55
213386,2023-04-27 13:21:56
213387,2023-04-27 13:21:57
213388,2023-04-27 13:21:58
213389,2023-04-27 13:21:59
213390,2023-04-27 13:22:01
213391,2023-04-27 13:22:02
213392,2023-04-27 13:22:03
213393,2023-04-27 13:22:04
213394,2023-04-27 13:22:05
213395,2023-04-27 13:22:06
213396,2023-04-27 13:22:07
213397,2023-04-27 13:22:08
213398,2023-04-27 13:22:10
213399,2023-04-27 13:22:11
213400,2023-04-27 13:22:12
213401,2023-04-27 13:22:13
213402,2023-04-27 13:22:14
213403,2023-04-27 13:22:15
213404,2023-04-27 13:22:16
213405,2023-04-27 13:22:18
213406,2023-04-27 13:22:19
213407,2023-04-27 13:22:20
213408,2023-04-27 13:22:21
213409,2023-04-27 13:22:22
213410,2023-04-27 13:22:23
213411,2023-04-27 13:22:24
213412,2023-04-27 13:22:25
213413,2023-04-27 13:22:27
213414,2023-04-27 13:22:28
213415,2023-04-27 13:22:29
213416,2023-04-27 13:22:30
213417,2023-04-27 13:22:31
213418,2023-04-27 13:22:32
213419,2023-04-27 13:22:33
213420,2023-04-27 13:22:34
213421,2023-04-27 13:22:36
213422,2023-04-27 13:22:37
213423,2023-04-27 13:22:38
213424,2023-04-27 13:22:39
213425,2023-04-27 13:22:40
213426,2023-04-27 13:22:41
213427,2023-04-27 13:22:42
213428,2023-04-27 13:22:44
213429,2023-04-27 13:22:45
213430,2023-04-27 13:22:46
213431,2023-04-27 13:22:47
213432,2023-04-27 13:22:48
213433,2023-04-27 13:22:49
213434,2023-04-27 13:22:50
213435,2023-04-27 13:22:51
213436,2023-04-27 13:22:53
213437,2023-04-27 13:22:54
213438,2023-04-27 13:22:55
213439,2023-04-27 13:22:56
213440,2023-04-27 13:22:57
213441,2023-04-27 13:22:58
213442,2023-04-27 13:22:59
213443,2023-04-27 13:23:00
213444,2023-04-27 13:23:02
213445,2023-04-27 13:23:03
213446,2023-04-27 13:23:04
213447,2023-04-27 13:23:05
213448,2023-04-27 13:23:06
213449,2023-04-27 13:23:07
213450,2023-04-27 13:23:08
213451,2023-04-27 13:23:10
213452,2023-04-27 13:23:11
213453,2023-04-27 13:23:12
213454,2023-04-27 13:23:13
213455,2023-04-27 13:23:14
213456,2023-04-27 13:23:15
213457,2023-04-27 13:23:16
213458,2023-04-27 13:23:17
213459,2023-04-27 13:23:19
213460,2023-04-27 13:23:20
213461,2023-04-27 13:23:21
213462,2023-04-27 13:23:22
213463,2023-04-27 13:23:23
213464,2023-04-27 13:23:24
213465,2023-04-27 13:23:25
213466,2023-04-27 13:23:27
213467,2023-04-27 13:23:28
213468,2023-04-27 13:23:29
213469,2023-04-27 13:23:30
213470,2023-04-27 13:23:31
213471,2023-04-27 13:23:32
213472,2023-04-27 13:23:33
213473,2023-04-27 13:23:34
213474,2023-04-27 13:23:36
213475,2023-04-27 13:23:37
213476,2023-04-27 13:23:38
213477,2023-04-27 13:23:39
213478,2023-04-27 13:23:40
213479,2023-04-27 13:23:41
213480,2023-04-27 13:23:42
213481,2023-04-27 13:23:43
213482,2023-04-27 13:23:45
213483,2023-04-27 13:23:46
213484,2023-04-27 13:23:47
213485,2023-04-27 13:23:48
213486,2023-04-27 13:23:49
213487,2023-04-27 13:23:50
213488,2023-04-27 13:23:51
213489,2023-04-27 13:23:53
213490,2023-04-27 13:23:54
213491,2023-04-27 13:23:55
213492,2023-04-27 13:23:56
213493,2023-04-27 13:23:57
213494,2023-04-27 13:23:58
213495,2023-04-27 13:23:59
213496,2023-04-27 13:24:00
213497,2023-04-27 13:24:02
213498,2023-04-27 13:24:03
213499,2023-04-27 13:24:04
213500,2023-04-27 13:24:05
213501,2023-04-27 13:24:06
213502,2023-04-27 13:24:07
213503,2023-04-27 13:24:08
213504,2023-04-27 13:24:09
213505,2023-04-27 13:24:11
213506,2023-04-27 13:24:12
213507,2023-04-27 13:24:13
213508,2023-04-27 13:24:14
213509,2023-04-27 13:24:15
213510,2023-04-27 13:24:16
213511,2023-04-27 13:24:17
213512,2023-04-27 13:24:19
213513,2023-04-27 13:24:20
213514,2023-04-27 13:24:21
213515,2023-04-27 13:24:22
213516,2023-04-27 13:24:23
213517,2023-04-27 13:24:24
213518,2023-04-27 13:24:25
213519,2023-04-27 13:24:26
213520,2023-04-27 13:24:28
213521,2023-04-27 13:24:29
213522,2023-04-27 13:24:30
213523,2023-04-27 13:24:31
213524,2023-04-27 13:24:32
213525,2023-04-27 13:24:33
213526,2023-04-27 13:24:34
213527,2023-04-27 13:24:35
213528,2023-04-27 13:24:37
213529,2023-04-27 13:24:38
213530,2023-04-27 13:24:39
213531,2023-04-27 13:24:40
213532,2023-04-27 13:24:41
213533,2023-04-27 13:24:42
213534,2023-04-27 13:24:43
213535,2023-04-27 13:24:45
213536,2023-04-27 13:24:46
213537,2023-04-27 13:24:47
213538,2023-04-27 13:24:48
213539,2023-04-27 13:24:49
213540,2023-04-27 13:24:50
213541,2023-04-27 13:24:51
213542,2023-04-27 13:24:52
213543,2023-04-27 13:24:54
213544,2023-04-27 13:24:55
213545,2023-04-27 13:24:56
213546,2023-04-27 13:24:57
213547,2023-04-27 13:24:58
213548,2023-04-27 13:24:59
213549,2023-04-27 13:25:00
213550,2023-04-27 13:25:02
213551,2023-04-27 13:25:03
213552,2023-04-27 13:25:04
213553,2023-04-27 13:25:05
213554,2023-04-27 13:25:06
213555,2023-04-27 13:25:07
213556,2023-04-27 13:25:08
213557,2023-04-27 13:25:09
213558,2023-04-27 13:25:11
213559,2023-04-27 13:25:12
213560,2023-04-27 13:25:13
213561,2023-04-27 13:25:14
213562,2023-04-27 13:25:15
213563,2023-04-27 13:25:16
213564,2023-04-27 13:25:17
213565,2023-04-27 13:25:18
213566,2023-04-27 13:25:20
213567,2023-04-27 13:25:21
213568,2023-04-27 13:25:22
213569,2023-04-27 13:25:23
213570,2023-04-27 13:25:24
213571,2023-04-27 13:25:25
213572,2023-04-27 13:25:26
213573,2023-04-27 13:25:28
213574,2023-04-27 13:25:29
213575,2023-04-27 13:25:30
213576,2023-04-27 13:25:31
213577,2023-04-27 13:25:32
213578,2023-04-27 13:25:33
213579,2023-04-27 13:25:34
213580,2023-04-27 13:25:35
213581,2023-04-27 13:25:37
213582,2023-04-27 13:25:38
213583,2023-04-27 13:25:39
213584,2023-04-27 13:25:40
213585,2023-04-27 13:25:41
213586,2023-04-27 13:25:42
213587,2023-04-27 13:25:43
213588,2023-04-27 13:25:44
213589,2023-04-27 13:25:46
213590,2023-04-27 13:25:47
213591,2023-04-27 13:25:48
213592,2023-04-27 13:25:49
213593,2023-04-27 13:25:50
213594,2023-04-27 13:25:51
213595,2023-04-27 13:25:52
213596,2023-04-27 13:25:54
213597,2023-04-27 13:25:55
213598,2023-04-27 13:25:56
213599,2023-04-27 13:25:57
213600,2023-04-27 13:25:58
213601,2023-04-27 13:25:59
213602,2023-04-27 13:26:00
213603,2023-04-27 13:26:01
213604,2023-04-27 13:26:03
213605,2023-04-27 13:26:04
213606,2023-04-27 13:26:05
213607,2023-04-27 13:26:06
213608,2023-04-27 13:26:07
213609,2023-04-27 13:26:08
213610,2023-04-27 13:26:09
213611,2023-04-27 13:26:10
213612,2023-04-27 13:26:12
213613,2023-04-27 13:26:13
213614,2023-04-27 13:26:14
213615,2023-04-27 13:26:15
213616,2023-04-27 13:26:16
213617,2023-04-27 13:26:17
213618,2023-04-27 13:26:18
213619,2023-04-27 13:26:20
213620,2023-04-27 13:26:21
213621,2023-04-27 13:26:22
213622,2023-04-27 13:26:23
213623,2023-04-27 13:26:24
213624,2023-04-27 13:26:25
213625,2023-04-27 13:26:26
213626,2023-04-27 13:26:27
213627,2023-04-27 13:26:29
213628,2023-04-27 13:26:30
213629,2023-04-27 13:26:31
213630,2023-04-27 13:26:32
213631,2023-04-27 13:26:33
213632,2023-04-27 13:26:34
213633,2023-04-27 13:26:35
213634,2023-04-27 13:26:37
213635,2023-04-27 13:26:38
213636,2023-04-27 13:26:39
213637,2023-04-27 13:26:40
213638,2023-04-27 13:26:41
213639,2023-04-27 13:26:42
213640,2023-04-27 13:26:43
213641,2023-04-27 13:26:44
213642,2023-04-27 13:26:46
213643,2023-04-27 13:26:47
213644,2023-04-27 13:26:48
213645,2023-04-27 13:26:49
213646,2023-04-27 13:26:50
213647,2023-04-27 13:26:51
213648,2023-04-27 13:26:52
213649,2023-04-27 13:26:53
213650,2023-04-27 13:26:55
213651,2023-04-27 13:26:56
213652,2023-04-27 13:26:57
213653,2023-04-27 13:26:58
213654,2023-04-27 13:26:59
213655,2023-04-27 13:27:00
213656,2023-04-27 13:27:01
213657,2023-04-27 13:27:03
213658,2023-04-27 13:27:04
213659,2023-04-27 13:27:05
213660,2023-04-27 13:27:06
213661,2023-04-27 13:27:07
213662,2023-04-27 13:27:08
213663,2023-04-27 13:27:09
213664,2023-04-27 13:27:10
213665,2023-04-27 13:27:12
213666,2023-04-27 13:27:13
213667,2023-04-27 13:27:14
213668,2023-04-27 13:27:15
213669,2023-04-27 13:27:16
213670,2023-04-27 13:27:17
213671,2023-04-27 13:27:18
213672,2023-04-27 13:27:19
213673,2023-04-27 13:27:21
213674,2023-04-27 13:27:22
213675,2023-04-27 13:27:23
213676,2023-04-27 13:27:24
213677,2023-04-27 13:27:25
213678,2023-04-27 13:27:26
213679,2023-04-27 13:27:27
213680,2023-04-27 13:27:29
213681,2023-04-27 13:27:30
213682,2023-04-27 13:27:31
213683,2023-04-27 13:27:32
213684,2023-04-27 13:27:33
213685,2023-04-27 13:27:34
213686,2023-04-27 13:27:35
213687,2023-04-27 13:27:36
213688,2023-04-27 13:27:38
213689,2023-04-27 13:27:39
213690,2023-04-27 13:27:40
213691,2023-04-27 13:27:41
213692,2023-04-27 13:27:42
213693,2023-04-27 13:27:43
213694,2023-04-27 13:27:44
213695,2023-04-27 13:27:45
213696,2023-04-27 13:27:47
213697,2023-04-27 13:27:48
213698,2023-04-27 13:27:49
213699,2023-04-27 13:27:50
213700,2023-04-27 13:27:51
213701,2023-04-27 13:27:52
213702,2023-04-27 13:27:53
213703,2023-04-27 13:27:55
213704,2023-04-27 13:27:56
213705,2023-04-27 13:27:57
213706,2023-04-27 13:27:58
